source	target	source_id	target_id
subroutine	influence functions	G05B 2219/13005	influence_functions
subroutine	function approximators	G05B 2219/13005	function_approximators
translate program in order to be used on different plc	program translators	G05B 2219/13019	program_translators
parallel execution of bit operations	parallel execution	G05B 2219/13082	parallel_execution
parallel execution of bit operations	parallel executions	G05B 2219/13082	parallel_executions
expert system	expert system	G05B 2219/13111	expert_system
expert system	expert systems	G05B 2219/13111	expert_systems
expert system	fuzzy expert system	G05B 2219/13111	fuzzy_expert_system
expert system	fuzzy expert systems	G05B 2219/13111	fuzzy_expert_systems
petri net	fuzzy petri nets	G05B 2219/13112	fuzzy_petri_nets
petri net	timed petri net	G05B 2219/13112	timed_petri_net
petri net	petri net models	G05B 2219/13112	petri_net_models
petri net	time petri nets	G05B 2219/13112	time_petri_nets
petri net	petri nets	G05B 2219/13112	petri_nets
petri net	timed petri nets	G05B 2219/13112	timed_petri_nets
petri net	petri net	G05B 2219/13112	petri_net
petri net	extended petri nets	G05B 2219/13112	extended_petri_nets
petri net	high-level petri nets	G05B 2219/13112	high-level_petri_nets
compiler	compiler	G05B 2219/13119	compiler
compiler	compilers	G05B 2219/13119	compilers
object oriented programming	object oriented programming	G05B 2219/13148	object_oriented_programming
object oriented programming	object-oriented programming	G05B 2219/13148	object-oriented_programming
with petrinets	fuzzy petri nets	G05B 2219/13182	fuzzy_petri_nets
in, direct link parallel to plc, and, out	direct links	G05B 2219/14021	direct_links
self test	built in self test	G05B 2219/14054	built_in_self_test
self test	self-test	G05B 2219/14054	self-test
test of sensor	test set	G05B 2219/14076	test_set
each plc is different from others	plc	G05B 2219/14133	plc
plc structure of the system	plc system	G05B 2219/15	plc_system
optical fiber	optical fiber communication	G05B 2219/15017	optical_fiber_communication
optical fiber	optical-fiber communications	G05B 2219/15017	optical-fiber_communications
optical fiber	optical fiber	G05B 2219/15017	optical_fiber
optical fiber	optical fibre sensors	G05B 2219/15017	optical_fibre_sensors
optical fiber	fiber optic gyroscopes	G05B 2219/15017	fiber_optic_gyroscopes
optical fiber	optical fiber communications	G05B 2219/15017	optical_fiber_communications
optical fiber	optical fibers	G05B 2219/15017	optical_fibers
optical fiber	optical fibre	G05B 2219/15017	optical_fibre
microprocessor	microprocessor chips	G05B 2219/15048	microprocessor_chips
microprocessor	microprocessor	G05B 2219/15048	microprocessor
microcontroller	pic microcontrollers	G05B 2219/15053	pic_microcontrollers
microcontroller	microcontrollers	G05B 2219/15053	microcontrollers
microcontroller	embedded microcontroller	G05B 2219/15053	embedded_microcontroller
microcontroller	microcontroller	G05B 2219/15053	microcontroller
microcontroller	micro-controller	G05B 2219/15053	micro-controller
fpga field programmable gate array	fpga design	G05B 2219/15057	fpga_design
operating system, microsoft windows	windows operating system	G05B 2219/15083	windows_operating_system
windows nt	windows ce	G05B 2219/15085	windows_ce
open control system	open loop control	G05B 2219/15087	open_loop_control
power supply	power supplies	G05B 2219/15097	power_supplies
shared memory	shared memory multiprocessor	G05B 2219/15118	shared_memory_multiprocessor
shared memory	shared memory	G05B 2219/15118	shared_memory
shared memory	shared memories	G05B 2219/15118	shared_memories
shared memory	shared memory architecture	G05B 2219/15118	shared_memory_architecture
shared memory	shared memory multiprocessors	G05B 2219/15118	shared_memory_multiprocessors
multiple kernels	multiple kernels	G05B 2219/15125	multiple_kernels
nuclear plant	nuclear plant	G05B 2219/161	nuclear_plant
field programmable gate array, fpga as i-o module	field programmable gate array	G05B 2219/21109	field_programmable_gate_array
impedance matching	impedance matching %28electric%29	G05B 2219/21123	impedance_matching_%28electric%29
impedance matching	impedance matching	G05B 2219/21123	impedance_matching
impedance matching	impedance mismatch	G05B 2219/21123	impedance_mismatch
impedance matching	impedance matchings	G05B 2219/21123	impedance_matchings
low pass filter for input	low-pass filtering	G05B 2219/21129	low-pass_filtering
resistors between transmitter and receiver, against disturbances	transmitter and receiver	G05B 2219/21164	transmitter_and_receiver
multicore	multi-core	G05B 2219/2205	multi-core
multicore	multi core	G05B 2219/2205	multi_core
multicore	multicore	G05B 2219/2205	multicore
multicore	multi-cores	G05B 2219/2205	multi-cores
master slave	master-slave systems	G05B 2219/2231	master-slave_systems
petrinet	petri net	G05B 2219/23002	petri_net
petrinet	petri nets	G05B 2219/23002	petri_nets
petrinet	extended petri nets	G05B 2219/23002	extended_petri_nets
petrinet	high-level petri nets	G05B 2219/23002	high-level_petri_nets
only increment key	incremental development	G05B 2219/23042	incremental_development
value is analog signal	analog signals	G05B 2219/23201	analog_signals
parallel processing	parallel processing	G05B 2219/23217	parallel_processing
expert system	fuzzy expert system	G05B 2219/23253	fuzzy_expert_system
expert system	fuzzy expert systems	G05B 2219/23253	fuzzy_expert_systems
expert system	expert systems	G05B 2219/23253	expert_systems
expert system	expert system	G05B 2219/23253	expert_system
c++	c++	G05B 2219/23263	c%2B%2B
compiler	compiler	G05B 2219/23266	compiler
compiler	compilers	G05B 2219/23266	compilers
adaptive states; learning transitions	adaptive learning rates	G05B 2219/23288	adaptive_learning_rates
load program from file system of a controller	programmed control systems	G05B 2219/23301	programmed_control_systems
film	motion picture editing machines	G05B 2219/23351	motion_picture_editing_machines
computer assisted maintenance	computer assisted	G05B 2219/24019	computer_assisted
remote test, monitoring, diagnostic	remote monitoring system	G05B 2219/24048	remote_monitoring_system
diagnostic programmed in state logic	program diagnostics	G05B 2219/24059	program_diagnostics
find intermittent errors	intermittent connectivity	G05B 2219/24068	intermittent_connectivity
use of high voltage 28-volt logic level	high voltages	G05B 2219/24134	high_voltages
scada supervisory control and data acquisition	supervisory control and data acquisition	G05B 2219/24215	supervisory_control_and_data_acquisition
two different bus systems	two term control systems	G05B 2219/25012	two_term_control_systems
star network	star graphs	G05B 2219/25035	star_graphs
half duplex, repeater	half-duplex	G05B 2219/25169	half-duplex
serial, rs232	serial robots	G05B 2219/25171	serial_robots
ethernet	ethernet networks	G05B 2219/25174	ethernet_networks
ethernet	epon	G05B 2219/25174	epon
ethernet	ethernet switches	G05B 2219/25174	ethernet_switches
ethernet	ethernet	G05B 2219/25174	ethernet
ethernet	ethernet passive optical networks	G05B 2219/25174	ethernet_passive_optical_networks
bluetooth	bluetooth device	G05B 2219/25186	bluetooth_device
bluetooth	bluetooth technology	G05B 2219/25186	bluetooth_technology
bluetooth	bluetooth networks	G05B 2219/25186	bluetooth_networks
bluetooth	bluetooth	G05B 2219/25186	bluetooth
infrared	infrared sensor	G05B 2219/25192	infrared_sensor
infrared	infrared focal plane arrays	G05B 2219/25192	infrared_focal_plane_arrays
infrared	infrared camera	G05B 2219/25192	infrared_camera
infrared	infra-red sensor	G05B 2219/25192	infra-red_sensor
infrared	infrared sensors	G05B 2219/25192	infrared_sensors
infrared	infra-red cameras	G05B 2219/25192	infra-red_cameras
infrared	far infrared	G05B 2219/25192	far_infrared
infrared	near-infrared imaging	G05B 2219/25192	near-infrared_imaging
radio link, transponder	radio links	G05B 2219/25196	radio_links
packet switching	packet switching	G05B 2219/25216	packet_switching
packet switching	packet switches	G05B 2219/25216	packet_switches
relay	relay system	G05B 2219/25242	relay_system
digital filter	iir digital filters	G05B 2219/25243	iir_digital_filters
microcontroller as time switch	switching controllers	G05B 2219/25248	switching_controllers
microprocessor	microprocessor	G05B 2219/25252	microprocessor
microprocessor	microprocessor chips	G05B 2219/25252	microprocessor_chips
dsp digital signal processor	digital signal processors	G05B 2219/25254	digital_signal_processors
neural network	back-propagation neural networks	G05B 2219/25255	back-propagation_neural_networks
neural network	back propagation neural networks	G05B 2219/25255	back_propagation_neural_networks
neural network	neural network model	G05B 2219/25255	neural_network_model
neural network	artificial neural network	G05B 2219/25255	artificial_neural_network
neural network	neural networks	G05B 2219/25255	neural_networks
neural network	back-propagation neural network	G05B 2219/25255	back-propagation_neural_network
neural network	artificial neural networks	G05B 2219/25255	artificial_neural_networks
neural network	neural network	G05B 2219/25255	neural_network
microcontroller	micro-controller	G05B 2219/25257	micro-controller
microcontroller	embedded microcontroller	G05B 2219/25257	embedded_microcontroller
microcontroller	microcontroller	G05B 2219/25257	microcontroller
microcontroller	pic microcontrollers	G05B 2219/25257	pic_microcontrollers
microcontroller	microcontrollers	G05B 2219/25257	microcontrollers
asic	asic	G05B 2219/25258	asic
flash memory	nand flash	G05B 2219/25265	nand_flash
flash memory	nand flash memory	G05B 2219/25265	nand_flash_memory
flash memory	flash memory	G05B 2219/25265	flash_memory
shift register	shift registers	G05B 2219/25267	shift_registers
pld programmable logic device	programmable logic device	G05B 2219/25268	programmable_logic_device
expansion of system, memory	memory systems	G05B 2219/25301	memory_systems
microprocessor	microprocessor	G05B 2219/25338	microprocessor
microprocessor	microprocessor chips	G05B 2219/25338	microprocessor_chips
personal computer	personal computing	G05B 2219/25425	personal_computing
process control	process control	G05B 2219/2609	process_control
from computer integrated manufacturing till monitoring	computer integrated manufacturing	G05B 2219/31	computer_integrated_manufacturing
disassembly evaluation	usability evaluation	G05B 2219/31065	usability_evaluation
network controller	networked controls	G05B 2219/31115	networked_controls
network controller	networked control	G05B 2219/31115	networked_control
ethernet	ethernet switches	G05B 2219/31145	ethernet_switches
ethernet	epon	G05B 2219/31145	epon
ethernet	ethernet networks	G05B 2219/31145	ethernet_networks
ethernet	ethernet passive optical networks	G05B 2219/31145	ethernet_passive_optical_networks
ethernet	ethernet	G05B 2219/31145	ethernet
lan local area network	wireless local area networks %28wlan%29	G05B 2219/31151	wireless_local_area_networks_%28wlan%29
lan local area network	wireless local area networks	G05B 2219/31151	wireless_local_area_networks
lan local area network	wireless local area network %28wlan%29	G05B 2219/31151	wireless_local_area_network_%28wlan%29
network structure, internet	structured p2p networks	G05B 2219/31156	structured_p2p_networks
wan wide area network	wide area	G05B 2219/31158	wide_area
intranet	intranet	G05B 2219/31159	intranet
intranet	intranets	G05B 2219/31159	intranets
wireless lan	wireless local area network %28wlan%29	G05B 2219/31162	wireless_local_area_network_%28wlan%29
wireless lan	wlan bands	G05B 2219/31162	wlan_bands
wireless lan	wlan	G05B 2219/31162	wlan
wireless lan	wireless local area networks %28wlan%29	G05B 2219/31162	wireless_local_area_networks_%28wlan%29
wireless lan	wireless local area networks	G05B 2219/31162	wireless_local_area_networks
wireless lan	wireless lans	G05B 2219/31162	wireless_lans
wireless lan	wlan systems	G05B 2219/31162	wlan_systems
wireless lan	wlan applications	G05B 2219/31162	wlan_applications
wireless lan	wireless lan	G05B 2219/31162	wireless_lan
near field communication nfc	near field communication	G05B 2219/31197	near_field_communication
frequency shift keying modulation, fsk	frequency shift keying	G05B 2219/31201	frequency_shift_keying
firewall	firewall	G05B 2219/31246	firewall
firewall	packet filtering	G05B 2219/31246	packet_filtering
firewall	firewalls	G05B 2219/31246	firewalls
work still to be done on workpiece	workpiece materials	G05B 2219/31322	workpiece_materials
distributed real time knowledge, database	distributed real time system	G05B 2219/31324	distributed_real_time_system
gateway	gateway	G05B 2219/31348	gateway
gateway	gateways %28computer networks%29	G05B 2219/31348	gateways_%28computer_networks%29
gateway	internet gateway	G05B 2219/31348	internet_gateway
markov model	markov models	G05B 2219/31358	markov_models
markov model	markov model	G05B 2219/31358	markov_model
queue control	queue management	G05B 2219/31378	queue_management
edi electronic data exchange	electronic data interchange	G05B 2219/31403	electronic_data_interchange
order picking	order picking	G05B 2219/32037	order_picking
master production planning, highest level	product planning	G05B 2219/32088	product_planning
capp computer aided machining and process planning	computer aided process planning	G05B 2219/32099	computer_aided_process_planning
operative process planning	process planning	G05B 2219/32107	process_planning
object oriented control, programming	object-oriented programming	G05B 2219/32161	object-oriented_programming
petrinet	petri nets	G05B 2219/32165	petri_nets
petrinet	petri net	G05B 2219/32165	petri_net
petrinet	extended petri nets	G05B 2219/32165	extended_petri_nets
petrinet	high-level petri nets	G05B 2219/32165	high-level_petri_nets
real time scheduler	real time scheduling	G05B 2219/32247	real_time_scheduling
machine with least work	machine to machines	G05B 2219/32315	machine_to_machines
machine with least work	machine-to-machine %28m2m%29	G05B 2219/32315	machine-to-machine_%28m2m%29
use of genetic algorithm	genetic algorithm %28ga%29	G05B 2219/32333	genetic_algorithm_%28ga%29
use of genetic algorithm	simple genetic algorithm	G05B 2219/32333	simple_genetic_algorithm
use of genetic algorithm	genetic algorithms	G05B 2219/32333	genetic_algorithms
use of genetic algorithm	adaptive genetic algorithms	G05B 2219/32333	adaptive_genetic_algorithms
use of genetic algorithm	improved genetic algorithm	G05B 2219/32333	improved_genetic_algorithm
use of genetic algorithm	adaptive genetic algorithm	G05B 2219/32333	adaptive_genetic_algorithm
use of genetic algorithm	evolutionary search	G05B 2219/32333	evolutionary_search
use of genetic algorithm	genetic algorithm	G05B 2219/32333	genetic_algorithm
use of genetic algorithm	improved genetic algorithms	G05B 2219/32333	improved_genetic_algorithms
for resource planning	enterprise resource planning	G05B 2219/32365	enterprise_resource_planning
for resource planning	enterprise resource planning %28erp%29	G05B 2219/32365	enterprise_resource_planning_%28erp%29
for resource planning	manufacturing resource planning	G05B 2219/32365	manufacturing_resource_planning
for resource planning	enterprise resource planning systems	G05B 2219/32365	enterprise_resource_planning_systems
tool management and database management	database management	G05B 2219/32422	database_management
task planning	task planning	G05B 2219/32423	task_planning
time delay artificial neural network	delayed neural networks	G05B 2219/33015	delayed_neural_networks
spline membership function	spline functions	G05B 2219/33031	spline_functions
data exchange between controller and processors	data exchange	G05B 2219/33161	data_exchange
isdn	isdn	G05B 2219/33181	isdn
radio link, wireless	radio links	G05B 2219/33192	radio_links
transponder	transponder	G05B 2219/33199	transponder
transponder	transponders	G05B 2219/33199	transponders
fuzzy expert system for diagnostic, monitoring	fuzzy expert system	G05B 2219/33295	fuzzy_expert_system
fuzzy expert system for diagnostic, monitoring	fuzzy expert systems	G05B 2219/33295	fuzzy_expert_systems
knowledge acquisition	knowledge acquisition	G05B 2219/33318	knowledge_acquisition
self diagnostic of control system, servo system	servo control systems	G05B 2219/33327	servo_control_systems
shift register	shift registers	G05B 2219/34004	shift_registers
coprocessor	co-processors	G05B 2219/34009	co-processors
coprocessor	coprocessor	G05B 2219/34009	coprocessor
risc processor	risc processors	G05B 2219/34023	risc_processors
polynomial analysis	generator polynomial	G05B 2219/34025	generator_polynomial
pga programmable gate array	programmable gate array	G05B 2219/34026	programmable_gate_array
timer	interval time-varying delay	G05B 2219/34045	interval_time-varying_delay
timer	interval time-varying delays	G05B 2219/34045	interval_time-varying_delays
analog multiplier	analog multipliers	G05B 2219/34046	analog_multipliers
dsp digital signal processor	digital signal processor	G05B 2219/34047	digital_signal_processor
adder	full adder	G05B 2219/34049	full_adder
adder	adder	G05B 2219/34049	adder
adder	full adders	G05B 2219/34049	full_adders
adder	adders	G05B 2219/34049	adders
complement	schur complement	G05B 2219/34057	schur_complement
comparator	comp	G05B 2219/34062	comp
fuzzy logic, controller	fuzzy logic controller %28flc%29	G05B 2219/34065	fuzzy_logic_controller_%28flc%29
fuzzy logic, controller	fuzzy logic control	G05B 2219/34065	fuzzy_logic_control
fuzzy logic, controller	fuzzy logic controller	G05B 2219/34065	fuzzy_logic_controller
fuzzy logic, controller	fuzzy logic controllers	G05B 2219/34065	fuzzy_logic_controllers
fuzzy neural, neuro fuzzy network	neuro-fuzzy network	G05B 2219/34066	neuro-fuzzy_network
shared memory	shared memory multiprocessors	G05B 2219/34069	shared_memory_multiprocessors
shared memory	shared memory	G05B 2219/34069	shared_memory
shared memory	shared memories	G05B 2219/34069	shared_memories
shared memory	shared memory multiprocessor	G05B 2219/34069	shared_memory_multiprocessor
shared memory	shared memory architecture	G05B 2219/34069	shared_memory_architecture
content addressable memory	associative storage	G05B 2219/34071	associative_storage
content addressable memory	content addressable memory	G05B 2219/34071	content_addressable_memory
associative memory	associative processing	G05B 2219/34074	associative_processing
interpolate backwards	cubic spline interpolation	G05B 2219/34091	cubic_spline_interpolation
interpolate backwards	cubic-spline interpolation	G05B 2219/34091	cubic-spline_interpolation
sum squares	sum of squares	G05B 2219/34125	sum_of_squares
spline	splines	G05B 2219/34135	splines
spline	b-splines	G05B 2219/34135	b-splines
spline	spline	G05B 2219/34135	spline
spline	spline curve	G05B 2219/34135	spline_curve
spline	cubic spline	G05B 2219/34135	cubic_spline
spline	b splines	G05B 2219/34135	b_splines
spline	cubic splines	G05B 2219/34135	cubic_splines
spline	b-spline	G05B 2219/34135	b-spline
spline	b-spline surface	G05B 2219/34135	b-spline_surface
ellipse, hyperbola	ellipse detection	G05B 2219/34136	ellipse_detection
b-spline, nurbs non uniform rational b-spline	nurbs	G05B 2219/34141	nurbs
pneumatic	pneumatic system	G05B 2219/34191	pneumatic_system
pneumatic	pneumatic control	G05B 2219/34191	pneumatic_control
memory management	memory allocation	G05B 2219/34192	memory_allocation
memory management	memory management	G05B 2219/34192	memory_management
motion controller	motion controller	G05B 2219/34208	motion_controller
microprocessor	microprocessor	G05B 2219/34215	microprocessor
microprocessor	microprocessor chips	G05B 2219/34215	microprocessor_chips
programmable motion controller	programmable logic controller	G05B 2219/34216	programmable_logic_controller
programmable motion controller	programmable logic controllers	G05B 2219/34216	programmable_logic_controllers
multiplexed d-a a-d	time multiplexed	G05B 2219/34237	time_multiplexed
for measurement only	interestingness measures	G05B 2219/34242	interestingness_measures
multiplex for control only	multiplexing gains	G05B 2219/34244	multiplexing_gains
windows, microsoft windows	microsoft windows	G05B 2219/34261	microsoft_windows
image table	relational tables	G05B 2219/34293	relational_tables
multi threading	multi-threading	G05B 2219/34333	multi-threading
multi threading	multithreading	G05B 2219/34333	multithreading
multi threading	multiple threads	G05B 2219/34333	multiple_threads
scalability	routing scalability	G05B 2219/34334	routing_scalability
scalability	temporal scalability	G05B 2219/34334	temporal_scalability
priority	fixed priorities	G05B 2219/34368	fixed_priorities
false alarm states	constant false alarm rate	G05B 2219/34374	constant_false_alarm_rate
multitasking	multiprogramming	G05B 2219/34381	multiprogramming
multitasking	multiprocessing programs	G05B 2219/34381	multiprocessing_programs
execute urgent jobs quickly	job execution	G05B 2219/34415	job_execution
multiprocessor scheduling	multi processor scheduling	G05B 2219/34417	multi_processor_scheduling
structure of control system	control systems	G05B 2219/34419	control_systems
structure of control system	control system stability	G05B 2219/34419	control_system_stability
structure of control system	control system	G05B 2219/34419	control_system
structure of control system	control loop	G05B 2219/34419	control_loop
lsi	lsi	G05B 2219/34428	lsi
object oriented design	object oriented design	G05B 2219/35006	object_oriented_design
object oriented design	object-oriented design	G05B 2219/35006	object-oriented_design
cad cam	cad%2Fcam	G05B 2219/35012	cad%2Fcam
cad cam	cad%2Fcams	G05B 2219/35012	cad%2Fcams
design of machine tool, of cnc machine	machine design	G05B 2219/35026	machine_design
genetic algorithm for selforganizing designs	design of algorithms	G05B 2219/35041	design_of_algorithms
tool, fixture design	fixture design	G05B 2219/35043	fixture_design
b-spline surface fitting	surface fitting	G05B 2219/35133	surface_fitting
b-spline surface fitting	b-spline surface	G05B 2219/35133	b-spline_surface
automatic selection of machine type	automatic teller machines	G05B 2219/35173	automatic_teller_machines
variable step forward on same toolpath	variable step size	G05B 2219/35186	variable_step_size
code	signal encoding	G05B 2219/35229	signal_encoding
parity	parity bits	G05B 2219/35274	parity_bits
data handling	data handling	G05B 2219/35356	data_handling
data storage, buffer	buffer storage	G05B 2219/35373	buffer_storage
distribution	distribution of goods	G05B 2219/35382	distribution_of_goods
cross bar switch	crossbar switch	G05B 2219/35397	crossbar_switch
switch between joystick and pedal control	switching control	G05B 2219/35454	switching_control
mode selection	mode selection	G05B 2219/35472	mode_selection
attribute programming	attribute grammars	G05B 2219/36023	attribute_grammars
c++	c++	G05B 2219/36028	c%2B%2B
basic	basic course	G05B 2219/36029	basic_course
flash memory	nand flash	G05B 2219/36109	nand_flash
flash memory	nand flash memory	G05B 2219/36109	nand_flash_memory
flash memory	flash memory	G05B 2219/36109	flash_memory
position and force	best position	G05B 2219/36489	best_position
image from object together with references on background	background image	G05B 2219/37066	background_image
display machining parameters	machining parameters	G05B 2219/37081	machining_parameters
cutting forces	cutting forces	G05B 2219/37087	cutting_forces
cutting forces	cutting force	G05B 2219/37087	cutting_force
display position actual and or target	target position	G05B 2219/37092	target_position
gyroscope	mems gyroscope	G05B 2219/37134	mems_gyroscope
gyroscope	gyro sensors	G05B 2219/37134	gyro_sensors
gyroscope	gyroscopes	G05B 2219/37134	gyroscopes
gyroscope	gyroscope	G05B 2219/37134	gyroscope
encoder delivers sinusoidal signals	sinusoidal signals	G05B 2219/37181	sinusoidal_signals
problems	forward problem	G05B 2219/37192	forward_problem
using fuzzy logic techniques	fuzzy clustering techniques	G05B 2219/37255	fuzzy_clustering_techniques
wear, tool wear	tool wear	G05B 2219/37256	tool_wear
infrared	infrared camera	G05B 2219/37266	infrared_camera
infrared	infrared sensors	G05B 2219/37266	infrared_sensors
infrared	far infrared	G05B 2219/37266	far_infrared
infrared	infra-red sensor	G05B 2219/37266	infra-red_sensor
infrared	infra-red cameras	G05B 2219/37266	infra-red_cameras
infrared	near-infrared imaging	G05B 2219/37266	near-infrared_imaging
infrared	infrared sensor	G05B 2219/37266	infrared_sensor
infrared	infrared focal plane arrays	G05B 2219/37266	infrared_focal_plane_arrays
fiber optic proximity sensor	fiber optic sensor	G05B 2219/37279	fiber_optic_sensor
laser range finder	laser range finders	G05B 2219/37281	laser_range_finders
laser range finder	laser range finder	G05B 2219/37281	laser_range_finder
eddy current	eddy	G05B 2219/37292	eddy
eddy current	eddies	G05B 2219/37292	eddies
cutting, machining time	machining time	G05B 2219/37336	machining_time
frequency	variable frequency oscillators	G05B 2219/37352	variable_frequency_oscillators
frequency	electric frequency measurement	G05B 2219/37352	electric_frequency_measurement
frequency	doppler frequency shift	G05B 2219/37352	doppler_frequency_shift
frequency	frequency multiplying circuits	G05B 2219/37352	frequency_multiplying_circuits
frequency	different frequency	G05B 2219/37352	different_frequency
amplitude	spectral amplitude	G05B 2219/37353	spectral_amplitude
depth of cut	depth of cut	G05B 2219/37358	depth_of_cut
hardness	hard decisions	G05B 2219/37362	hard_decisions
motion	structure from motion	G05B 2219/37392	structure_from_motion
motion	structure-from-motion	G05B 2219/37392	structure-from-motion
temperature	temperature monitoring	G05B 2219/37431	temperature_monitoring
inspection path planner	path planners	G05B 2219/37449	path_planners
root mean square	root-mean-square error of predictions	G05B 2219/37496	root-mean-square_error_of_predictions
spectral density analysis	spectral mixture analysis	G05B 2219/37507	spectral_mixture_analysis
cross correlation	cross-correlation function	G05B 2219/37508	cross-correlation_function
cross correlation	cross correlation methods	G05B 2219/37508	cross_correlation_methods
frequency analysis	time frequency analysis	G05B 2219/37534	time_frequency_analysis
frequency analysis	time-frequency analysis	G05B 2219/37534	time-frequency_analysis
material removal rate	material removal rate	G05B 2219/37602	material_removal_rate
system time constant	timed systems	G05B 2219/37603	timed_systems
by measuring vibration	mechanical vibrations	G05B 2219/37634	mechanical_vibrations
robot, manipulator control	robot manipulator	G05B 2219/39001	robot_manipulator
calculate, jacobian matrix estimator	jacobian matrices	G05B 2219/39062	jacobian_matrices
flexible joint	flexible joints	G05B 2219/39186	flexible_joints
markov model	markov models	G05B 2219/39205	markov_models
markov model	markov model	G05B 2219/39205	markov_model
force tracking	force tracking	G05B 2219/39218	force_tracking
trajectory tracking	trajectory tracking	G05B 2219/39219	trajectory_tracking
disturbance rejection, suppression	disturbance rejection	G05B 2219/39222	disturbance_rejection
computed torque fuzzy controller	torque control	G05B 2219/39245	torque_control
three objective attitude control	attitude control	G05B 2219/39258	attitude_control
trajectory learning	trajectory clustering	G05B 2219/39298	trajectory_clustering
force and position control	force control	G05B 2219/39322	force_control
force and position control	position control	G05B 2219/39322	position_control
force and motion control	motion control	G05B 2219/39323	motion_control
fuzzy adaptive force control	adaptive fuzzy control	G05B 2219/39327	adaptive_fuzzy_control
fuzzy adaptive force control	adaptive fuzzy controller	G05B 2219/39327	adaptive_fuzzy_controller
fuzzy adaptive force control	adaptive fuzzy	G05B 2219/39327	adaptive_fuzzy
adaptive force control	adaptive control schemes	G05B 2219/39332	adaptive_control_schemes
adaptive force control	robust adaptive control	G05B 2219/39332	robust_adaptive_control
adaptive force control	adaptive control	G05B 2219/39332	adaptive_control
adaptive force control	robust-adaptive control	G05B 2219/39332	robust-adaptive_control
adaptive force control	adaptive control systems	G05B 2219/39332	adaptive_control_systems
admittance control, admittance is tip speed-force	admission control	G05B 2219/39339	admission_control
adaptive impedance control	impedance control	G05B 2219/39342	impedance_control
joint space observer	joint space	G05B 2219/39353	joint_space
observer, disturbance observer	disturbance observer	G05B 2219/39355	disturbance_observer
fuzzy for planning, fuzzy neural for adaptive force control	adaptive neural control	G05B 2219/39373	adaptive_neural_control
integrated structure and control design	design and control	G05B 2219/39408	design_and_control
augmented reality for robot programming	augmented reality	G05B 2219/39451	augmented_reality
finger tracks moving light spot on object	moving object tracking	G05B 2219/39477	moving_object_tracking
control force and posture of hand	hand posture	G05B 2219/39478	hand_posture
plan hand shape	hand shape	G05B 2219/39539	hand_shape
robotics, robotics mapping to robotics vision	autonomous mobile robot	G05B 2219/40	autonomous_mobile_robot
point with tip always to same remote target point	point targets	G05B 2219/40085	point_targets
by changing knowledge base directly	knowledge bases	G05B 2219/40094	knowledge_bases
by changing knowledge base directly	knowledge base	G05B 2219/40094	knowledge_base
task planning	task planning	G05B 2219/40113	task_planning
stereo audio and vision	stereo vision	G05B 2219/40136	stereo_vision
moving of objects	moving object	G05B 2219/40154	moving_object
moving of objects	moving objects	G05B 2219/40154	moving_objects
design of controller	controller design method	G05B 2219/40179	controller_design_method
if speed is important processors execute each different code, otherwise same code	process execution	G05B 2219/40209	process_execution
parallel robot, structure	parallel robot	G05B 2219/40235	parallel_robot
parallel robot, structure	parallel robots	G05B 2219/40235	parallel_robots
set friction in each joint to optimal value	joint optimization	G05B 2219/40259	joint_optimization
flexible arm, link	flexible arm	G05B 2219/40279	flexible_arm
manipulator on vehicle, wheels, mobile	vehicle mobility	G05B 2219/40298	vehicle_mobility
simulation with des, discrete event system	discrete event systems	G05B 2219/40322	discrete_event_systems
simulation with des, discrete event system	discrete event system	G05B 2219/40322	discrete_event_system
singular value decomposition	decomposition level	G05B 2219/40326	decomposition_level
singularity detection	singularity	G05B 2219/40354	singularity
redundant manipulator	redundant manipulators	G05B 2219/40367	redundant_manipulators
redundant manipulator	redundant manipulator	G05B 2219/40367	redundant_manipulator
programming, visual robot programming language	visual programming	G05B 2219/40392	visual_programming
for cooperating manipulators	cooperative works	G05B 2219/40417	cooperative_works
local, directly search robot workspace	variable neighborhood search	G05B 2219/40437	variable_neighborhood_search
graph based	graph-based	G05B 2219/40446	graph-based
using gradient method	preconditioned conjugate gradient method	G05B 2219/40471	preconditioned_conjugate_gradient_method
using genetic algorithm ga	genetic algorithm %28ga%29	G05B 2219/40473	genetic_algorithm_%28ga%29
using genetic algorithm ga	genetic algorithm	G05B 2219/40473	genetic_algorithm
using potential fields	potential field	G05B 2219/40474	potential_field
using potential fields	potential fields	G05B 2219/40474	potential_fields
planning of vehicle and of its manipulator arm	planar manipulator	G05B 2219/40513	planar_manipulator
replanning	re-planning	G05B 2219/40516	re-planning
motion, trajectory planning	motion planning	G05B 2219/40519	motion_planning
joint limit	joint limits	G05B 2219/40552	joint_limits
object detection	moving-object detection	G05B 2219/40563	moving-object_detection
object detection	object detection algorithms	G05B 2219/40563	object_detection_algorithms
object detection	moving object detection	G05B 2219/40563	moving_object_detection
object detection	object detection method	G05B 2219/40563	object_detection_method
object detection	object detection	G05B 2219/40563	object_detection
object detection	detection of moving object	G05B 2219/40563	detection_of_moving_object
object detection	object detection systems	G05B 2219/40563	object_detection_systems
object detection	moving objects detection	G05B 2219/40563	moving_objects_detection
tactile sensor	tactile sensation	G05B 2219/40625	tactile_sensation
tactile sensor	tactile sensor	G05B 2219/40625	tactile_sensor
tactile sensor	tactile sensing	G05B 2219/40625	tactile_sensing
